title_compound,title_neg,title_neu,title_pos,label
0.2263,0.0,0.84,0.16,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.4767,0.256,0.744,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.02074999999999999,0.2725,0.6025,0.125,fake
0.1531,0.0,0.873,0.127,fake
0.6369,0.0,0.634,0.366,fake
0.0,0.0,1.0,0.0,fake
-0.0772,0.126,0.874,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.1779,0.195,0.649,0.157,fake
-0.128,0.247,0.523,0.23,fake
0.0,0.0,1.0,0.0,fake
-0.2732,0.103,0.845,0.052,fake
-0.6523,0.302,0.698,0.0,fake
-0.34,0.156,0.844,0.0,fake
0.7717,0.0,0.729,0.271,fake
0.296,0.0,0.694,0.306,fake
-0.6065,0.261,0.739,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.8038,0.376,0.624,0.0,fake
-0.34,0.255,0.745,0.0,fake
-0.71835,0.7555000000000001,0.2445,0.0,fake
-0.25,0.2,0.8,0.0,fake
-0.2023,0.184,0.816,0.0,fake
-0.0772,0.145,0.723,0.133,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.11750000000000002,0.1295,0.6950000000000001,0.1755,fake
-0.6124,0.5,0.291,0.209,fake
0.0,0.0,1.0,0.0,fake
0.4824,0.117,0.587,0.296,fake
-0.6597,0.474,0.526,0.0,fake
0.7739,0.0,0.641,0.359,fake
-0.8807,0.593,0.407,0.0,fake
-0.296,0.196,0.804,0.0,fake
-0.296,0.196,0.804,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.5574,0.231,0.769,0.0,fake
-0.6081,0.463,0.356,0.181,fake
0.8658,0.0,0.481,0.519,fake
-0.5574,0.247,0.753,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.6486,0.417,0.583,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.1531,0.211,0.789,0.0,fake
-0.7906,0.538,0.462,0.0,fake
-0.5873,0.204,0.728,0.068,fake
0.128,0.124,0.708,0.168,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.5106,0.421,0.374,0.206,fake
0.0,0.0,1.0,0.0,fake
-0.5994,0.412,0.588,0.0,fake
-0.4767,0.22,0.78,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.357,0.11,0.89,0.0,fake
-0.6908,0.343,0.657,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.5859,0.241,0.759,0.0,fake
0.296,0.0,0.784,0.216,fake
-0.6597,0.293,0.707,0.0,fake
0.1531,0.129,0.714,0.157,fake
0.6588,0.0,0.672,0.328,fake
-0.5994,0.262,0.738,0.0,fake
0.0258,0.239,0.513,0.248,fake
0.2584,0.0,0.855,0.145,fake
-0.3818,0.224,0.776,0.0,fake
0.2732,0.0,0.84,0.16,fake
0.1591,0.0,0.9335,0.0665,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.6249,0.406,0.594,0.0,fake
-0.5267,0.386,0.614,0.0,fake
0.0721,0.227,0.517,0.256,fake
-0.4767,0.279,0.721,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.5423,0.2,0.8,0.0,fake
-0.45865,0.3745,0.6255,0.0,fake
-0.7003,0.234,0.766,0.0,fake
-0.4215,0.148,0.788,0.064,fake
0.0258,0.19,0.615,0.195,fake
-0.2263,0.206,0.645,0.148,fake
-0.743,0.364,0.636,0.0,fake
-0.8316,0.358,0.642,0.0,fake
0.6705,0.0,0.703,0.297,fake
-0.7783,0.405,0.595,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.5904,0.324,0.676,0.0,fake
-0.296,0.196,0.804,0.0,fake
-0.1531,0.256,0.581,0.163,fake
-0.3182,0.133,0.867,0.0,fake
0.4939,0.0,0.802,0.198,fake
0.0,0.0,1.0,0.0,fake
-0.1027,0.285,0.462,0.254,fake
-0.7184,0.316,0.684,0.0,fake
0.0,0.0,0.5,0.0,fake
-0.5574,0.367,0.469,0.164,fake
-0.6705,0.391,0.609,0.0,fake
-0.7096,0.396,0.604,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.08795,0.1485,0.8514999999999999,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.47996666666666665,0.5273333333333333,0.4726666666666666,0.0,fake
-0.9081,0.62,0.38,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.6597,0.31,0.69,0.0,fake
0.8877,0.0,0.613,0.387,fake
0.0,0.0,1.0,0.0,fake
-0.4767,0.756,0.244,0.0,fake
-0.8986,0.61,0.39,0.0,fake
-0.34,0.274,0.579,0.147,fake
0.2023,0.0,0.795,0.205,fake
-0.7906,0.333,0.667,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.2714,0.295,0.705,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.743,0.364,0.636,0.0,fake
0.4215,0.0,0.877,0.123,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.7906,0.473,0.385,0.143,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.2263,0.16,0.84,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
0.1832,0.0,0.428,0.072,fake
0.0,0.0,1.0,0.0,fake
0.0258,0.19,0.612,0.197,fake
0.4019,0.0,0.838,0.162,fake
0.6808,0.0,0.741,0.259,fake
-0.34,0.255,0.745,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.5106,0.19,0.741,0.069,fake
-0.8225,0.336,0.664,0.0,fake
0.2263,0.0,0.808,0.192,fake
-0.6597,0.268,0.732,0.0,fake
-0.8126,0.512,0.488,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.1531,0.151,0.849,0.0,fake
-0.7184,0.316,0.684,0.0,fake
-0.25,0.279,0.515,0.206,fake
-0.3182,0.187,0.813,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.3182,0.161,0.839,0.0,fake
-0.802,0.396,0.604,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.7906,0.538,0.462,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.7845,0.535,0.465,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.6597,0.435,0.565,0.0,fake
-0.7003,0.397,0.49,0.113,fake
0.0,0.0,1.0,0.0,fake
-0.5574,0.265,0.735,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.7351,0.292,0.708,0.0,fake
0.6166,0.0,0.634,0.366,fake
0.0,0.0,1.0,0.0,fake
-0.6908,0.32,0.68,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.2003,0.082,0.918,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.25,0.143,0.857,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.7481,0.285,0.715,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.4767,0.256,0.744,0.0,fake
-0.7351,0.508,0.492,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.5423,0.333,0.667,0.0,fake
0.0,0.0,0.5,0.0,fake
-0.0258,0.073,0.927,0.0,fake
-0.7579,0.394,0.606,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
0.4019,0.0,0.748,0.252,fake
0.0,0.0,1.0,0.0,fake
-0.7096,0.371,0.629,0.0,fake
-0.5574,0.375,0.625,0.0,fake
0.25,0.108,0.723,0.169,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.2023,0.2,0.636,0.164,fake
-0.4767,0.256,0.744,0.0,fake
0.4215,0.0,0.865,0.135,fake
0.0,0.0,1.0,0.0,fake
-0.4588,0.25,0.75,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.3182,0.173,0.827,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.4767,0.237,0.763,0.0,fake
-0.5106,0.398,0.602,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.1027,0.265,0.494,0.241,fake
-0.8271,0.3,0.7,0.0,fake
-0.2023,0.167,0.725,0.109,fake
0.5859,0.0,0.743,0.257,fake
0.0,0.0,1.0,0.0,fake
-0.2787,0.237,0.763,0.0,fake
0.0,0.0,1.0,0.0,fake
0.6124,0.128,0.319,0.553,fake
0.0,0.0,1.0,0.0,fake
-0.5255,0.166,0.834,0.0,fake
-0.7269,0.404,0.596,0.0,fake
-0.29915,0.2465,0.2535,0.0,fake
-0.8225,0.521,0.479,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.25,0.286,0.714,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.34,0.231,0.769,0.0,fake
-0.5719,0.447,0.407,0.146,fake
-0.7579,0.448,0.552,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.6486,0.306,0.694,0.0,fake
-0.4404,0.209,0.791,0.0,fake
-0.4404,0.225,0.775,0.0,fake
-0.5859,0.286,0.714,0.0,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.5106,0.216,0.784,0.0,fake
0.5574,0.0,0.69,0.31,fake
0.0,0.0,1.0,0.0,fake
-0.23365,0.2535,0.2465,0.5,fake
-0.6124,0.263,0.737,0.0,fake
0.3182,0.109,0.728,0.163,fake
-0.34,0.301,0.542,0.157,fake
-0.5574,0.217,0.783,0.0,fake
-0.6369,0.285,0.614,0.101,fake
-0.7579,0.351,0.649,0.0,fake
0.5244,0.0,0.765,0.235,fake
-0.4767,0.256,0.744,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.6705,0.391,0.609,0.0,fake
0.4215,0.0,0.641,0.359,fake
0.128,0.0,0.8,0.2,fake
0.0,0.0,1.0,0.0,fake
0.0,0.0,1.0,0.0,fake
-0.1027,0.149,0.851,0.0,fake
-0.6124,0.256,0.635,0.109,fake
0.0,0.0,1.0,0.0,fake
-0.2263,0.192,0.808,0.0,real
0.0,0.0,1.0,0.0,real
-0.2263,0.224,0.612,0.163,real
0.0,0.0,1.0,0.0,real
-0.0258,0.248,0.51,0.242,real
0.0,0.0,1.0,0.0,real
0.4215,0.0,0.714,0.286,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.4939,0.0,0.652,0.348,real
0.4588,0.0,0.625,0.375,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.2263,0.0,0.863,0.137,real
0.0,0.0,1.0,0.0,real
-0.3818,0.42,0.341,0.239,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.31845,0.172,0.8280000000000001,0.0,real
0.6808,0.121,0.534,0.345,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.25,0.2,0.8,0.0,real
0.6124,0.0,0.583,0.417,real
0.0,0.0,1.0,0.0,real
-0.1027,0.167,0.833,0.0,real
-0.6597,0.688,0.312,0.0,real
-0.2732,0.189,0.709,0.102,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.6808,0.301,0.699,0.0,real
0.4215,0.0,0.417,0.583,real
-0.796,0.415,0.585,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.3182,0.173,0.827,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.34,0.375,0.625,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.34,0.0,0.714,0.286,real
0.0,0.0,1.0,0.0,real
0.27115,0.0,0.8705,0.1295,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.3818,0.0,0.822,0.178,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.4215,0.0,0.588,0.412,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.2732,0.231,0.769,0.0,real
0.0,0.0,1.0,0.0,real
0.4939,0.0,0.758,0.242,real
0.0,0.0,1.0,0.0,real
-0.4404,0.266,0.734,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.2202,0.0,0.8534999999999999,0.1465,real
0.0,0.0,1.0,0.0,real
-0.7184,0.429,0.571,0.0,real
0.0,0.0,1.0,0.0,real
0.4019,0.0,0.748,0.252,real
-0.4404,0.254,0.595,0.151,real
0.0,0.0,1.0,0.0,real
0.5574,0.0,0.455,0.545,real
-0.1531,0.118,0.882,0.0,real
0.0,0.0,1.0,0.0,real
0.17,0.0,0.903,0.097,real
0.0,0.0,1.0,0.0,real
-0.0772,0.272,0.485,0.243,real
0.0,0.0,1.0,0.0,real
-0.6369,0.296,0.704,0.0,real
0.4939,0.0,0.652,0.348,real
0.2732,0.0,0.488,0.512,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.5423,0.412,0.588,0.0,real
0.7783,0.0,0.606,0.394,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.34,0.0,0.833,0.167,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.25,0.222,0.778,0.0,real
0.0,0.0,1.0,0.0,real
0.2732,0.0,0.769,0.231,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.7003,0.348,0.652,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.2263,0.275,0.725,0.0,real
0.2732,0.0,0.704,0.296,real
0.4588,0.0,0.571,0.429,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.5574,0.31,0.69,0.0,real
0.0,0.0,1.0,0.0,real
0.4939,0.0,0.714,0.286,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.5106,0.32,0.68,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.1366,0.0615,0.903,0.0355,real
0.25,0.0,0.818,0.182,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.3818,0.286,0.714,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.5267,0.236,0.764,0.0,real
0.0772,0.0,0.822,0.178,real
-0.30405,0.463,0.5369999999999999,0.0,real
0.0,0.0,1.0,0.0,real
0.4215,0.0,0.588,0.412,real
0.0772,0.0,0.86,0.14,real
0.0,0.0,1.0,0.0,real
0.2732,0.0,0.488,0.512,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.4215,0.359,0.641,0.0,real
0.0,0.0,1.0,0.0,real
-0.34,0.286,0.714,0.0,real
0.4754,0.0,0.781,0.219,real
0.0,0.0,1.0,0.0,real
0.4404,0.0,0.791,0.209,real
0.431,0.0,0.84,0.16,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.2787,0.143,0.857,0.0,real
-0.796,0.415,0.585,0.0,real
0.3818,0.0,0.729,0.271,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.5994,0.494,0.506,0.0,real
0.128,0.0,0.727,0.273,real
0.0,0.0,1.0,0.0,real
-0.5267,0.236,0.764,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.128,0.429,0.571,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0762,0.0,0.874,0.126,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.4019,0.0,0.909,0.091,real
0.431,0.0,0.84,0.16,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.4939,0.0,0.714,0.286,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.4939,0.0,0.652,0.348,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.128,0.252,0.541,0.207,real
0.2023,0.0,0.816,0.184,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.6249,0.313,0.687,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.34,0.0,0.789,0.211,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
,,,,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.3612,0.0,0.706,0.294,real
0.0,0.0,1.0,0.0,real
-0.802,0.444,0.556,0.0,real
-0.6908,0.449,0.551,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.0258,0.275,0.382,0.344,real
0.3612,0.0,0.615,0.385,real
0.4215,0.0,0.588,0.412,real
0.5574,0.0,0.581,0.419,real
0.0,0.0,1.0,0.0,real
0.4767,0.0,0.617,0.383,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.34,0.0,0.625,0.375,real
0.2732,0.0,0.741,0.259,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.5093,0.0,0.477,0.523,real
0.0,0.0,1.0,0.0,real
-0.128,0.273,0.485,0.242,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.296,0.196,0.804,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.296,0.167,0.833,0.0,real
0.0,0.0,1.0,0.0,real
0.3818,0.0,0.658,0.342,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.8442,0.0,0.397,0.603,real
0.0,0.0,1.0,0.0,real
0.128,0.0,0.889,0.111,real
0.0,0.0,1.0,0.0,real
-0.2732,0.231,0.769,0.0,real
0.0,0.0,1.0,0.0,real
0.14049999999999999,0.0,0.9369999999999999,0.063,real
0.0,0.0,1.0,0.0,real
0.5574,0.107,0.574,0.32,real
0.0772,0.15,0.68,0.17,real
-0.6486,0.431,0.569,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.1779,0.14,0.764,0.096,real
-0.2732,0.231,0.769,0.0,real
0.0,0.0,1.0,0.0,real
-0.8591,0.486,0.514,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.4404,0.592,0.408,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.7579,0.0,0.235,0.765,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.25,0.154,0.846,0.0,real
-0.6908,0.363,0.637,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.34,0.354,0.443,0.203,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
-0.34,0.124,0.876,0.0,real
0.0,0.0,1.0,0.0,real
0.2732,0.0,0.488,0.512,real
-0.4939,0.314,0.686,0.0,real
-0.5267,0.321,0.522,0.157,real
-0.34,0.146,0.854,0.0,real
0.0,0.0,1.0,0.0,real
-0.296,0.306,0.694,0.0,real
-0.5994,0.196,0.804,0.0,real
0.0,0.0,1.0,0.0,real
0.0,0.0,1.0,0.0,real
0.4588,0.0,0.4,0.6,real
0.0,0.0,1.0,0.0,real
0.4019,0.0,0.748,0.252,real
0.2732,0.0,0.588,0.412,real
0.0,0.0,1.0,0.0,real
0.25,0.0,0.875,0.125,real
0.4574,0.0,0.701,0.299,real
0.4939,0.0,0.61,0.39,real
0.0,0.0,1.0,0.0,real
-0.6679,0.406,0.594,0.0,real
0.0,0.0,1.0,0.0,real
